answer,sentiment,linear_svm,nearest_neighbors,rbf_svm,gaussian_process,decision_tree,random_forest,neural_net,ada_boost,naive_bayes,qda,gradient_boosting,logistic_regression,linear_svm_proba,nearest_neighbors_proba,rbf_svm_proba,gaussian_process_proba,decision_tree_proba,random_forest_proba,neural_net_proba,ada_boost_proba,naive_bayes_proba,qda_proba,gradient_boosting_proba,logistic_regression_proba
" tree ask besides a lot water and the root impact sewer line food and waste be want inch our garbage to promote the dislocation of garbage in our landfill one will put solar dialog box in when the lightweight , deoxyadenosine monophosphate thin arsenic a while of tinfoil , cheap panel become available",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.98649983 0.01350017],[1. 0.],[0.48509921 0.51490079],[0.76074243 0.23925757],[1. 0.],[0.78 0.22],[0.99481698 0.00518302],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.98747903 0.01252097]
"in equity can we all tackle climate and resilience challenges in a united and effective front  in addition, i strongly encourage implementing food waste reduction plans to simultaneously reduce demands on landfills while feeding those in need ",1,1,-1,1,1,1,1,1,1,1,-1,1,1,[0.0125108 0.9874892],[0.66666667 0.33333333],[0.48509921 0.51490079],[0.12319918 0.87680082],[0. 1.],[0. 1.],[0.00652949 0.99347051],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.01441176 0.98558824]
 what do supply benefit to historically deprived group intend racial equity for the environment unclear of how this be implement oregon how information technology would impact any decision embody make,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.98944839 0.01055161],[0.66666667 0.33333333],[0.48509921 0.51490079],[0.86023993 0.13976007],[1. 0.],[1. 0.],[0.99498087 0.00501913],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.99025318 0.00974682]
 program that assistant resident and commercial owner abridge water system practice,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.98452999 0.01547001],[1. 0.],[0.48504739 0.51495261],[0.85047238 0.14952762],[1. 0.],[1. 0.],[0.9908982 0.0091018],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.97680101 0.02319899]
 catch planting palo verde tree in the city because many multitude equal allergic to them,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.9814192 0.0185808],[1. 0.],[0.48509875 0.51490125],[0.87576031 0.12423969],[1. 0.],[1. 0.],[0.98355831 0.01644169],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.96064364 0.03935636]
" deplorably , the unharmed state exist polarize with some people reject climate science the city south campaign will necessitate to be nuanced and inclusive good fortune",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.98407291 0.01592709],[1. 0.],[0.48509911 0.51490089],[0.91641235 0.08358765],[1. 0.],[1. 0.],[0.99066541 0.00933459],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.97761785 0.02238215]
"tree planting, green space, restrict new development that requires new water use",1,1,-1,1,1,1,1,1,1,1,-1,1,1,[0.02434664 0.97565336],[0.66666667 0.33333333],[0.48509922 0.51490078],[0.2606183 0.7393817],[0. 1.],[0. 1.],[0.05266374 0.94733626],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.08728989 0.91271011]
thank you for your progressive policies  this is one of the big reasons why i decided to move my family to tucson ,1,1,1,1,1,1,1,1,1,1,-1,1,1,[0.02248828 0.97751172],[0.33333333 0.66666667],[0.48509921 0.51490079],[0.28193471 0.71806529],[0. 1.],[0.2 0.8],[0.03747481 0.96252519],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.07769113 0.92230887]
 this web site make information technology search deoxyadenosine monophosphate if compost computerized tomography be now partner with the city somehow and that some special people toilet carry their pine away to somewhere oregon other what about expand this and advertising information technology in the water bill,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.98922493 0.01077507],[1. 0.],[0.48509921 0.51490079],[0.85753534 0.14246466],[1. 0.],[0.9 0.1],[0.99600938 0.00399062],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.9920228 0.0079772]
"the best way a government can facilitate equity in a society is by providing an excellent public education to every one  not only k 12 but also community college  they should be subsidized by the government so that the society will have the types of workers it will need in the present and future, whether it is a construction occupation, a computer tech, or a medical role, and so that young people may find productive ways to make a living ",1,1,1,1,1,1,1,1,1,1,-1,1,1,[0.01327434 0.98672566],[0.33333333 0.66666667],[0.48509921 0.51490079],[0.34663906 0.65336094],[0. 1.],[0. 1.],[0.01461533 0.98538467],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.01523985 0.98476015]
"i don t have a use for the styrofoam cups and containers    and i am drowning in lidded plastic containers  i wish i knew of a place to give the plastic containers away    i have way more than i need to store food, keep leftovers, etc  and putting those reusable plastic containers into the recycle seems a terrible waste ",1,1,1,1,1,1,1,1,1,1,-1,1,1,[0.01621645 0.98378355],[0.33333333 0.66666667],[0.48509921 0.51490079],[0.27186805 0.72813195],[0. 1.],[0. 1.],[0.03263345 0.96736655],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.03057178 0.96942822]
i would like to make a green space in the facinity of my own home and take responsibility into my own hands,1,1,1,1,1,1,1,1,1,1,-1,1,1,[0.02188907 0.97811093],[0.33333333 0.66666667],[0.48509922 0.51490078],[0.25002155 0.74997845],[0. 1.],[0. 1.],[0.04977756 0.95022244],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.08883021 0.91116979]
"i already have solar panels, i have several citrus trees and many rose bushes  i do what i can",1,1,1,1,1,1,1,1,1,1,-1,1,1,[0.03423766 0.96576234],[0. 1.],[0.48509921 0.51490079],[0.34032149 0.65967851],[0. 1.],[0. 1.],[0.10716807 0.89283193],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.14234596 0.85765404]
what does your race have to do with climate change  i look forward to the sun and heat so i can get a nice tan,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.98984116 0.01015884],[1. 0.],[0.48509921 0.51490079],[0.86112311 0.13887689],[1. 0.],[0.9 0.1],[0.99535908 0.00464092],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.99037596 0.00962404]
thank you for implementing this! i am very appreciative! i look forward in getting involved ,1,1,1,1,1,1,1,1,1,1,-1,1,1,[0.01800135 0.98199865],[0. 1.],[0.48509921 0.51490079],[0.20816207 0.79183793],[0. 1.],[0. 1.],[0.01365873 0.98634127],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.03717388 0.96282612]
maybe start with drought adapted native street trees that are watered at city expense  or charge low income residents low water fees if they plant desert trees ,1,1,-1,1,1,1,1,1,1,1,-1,1,1,[0.02376594 0.97623406],[0.66666667 0.33333333],[0.48509921 0.51490079],[0.31432511 0.68567489],[0. 1.],[0. 1.],[0.05990777 0.94009223],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.08521485 0.91478515]
the city of tucson must provide support to their legal citizens before supporting programs for refugees and illegal immigrants,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.97605227 0.02394773],[1. 0.],[0.48509917 0.51490083],[0.81959831 0.18040169],[1. 0.],[0.8 0.2],[0.95940965 0.04059035],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.92819675 0.07180325]
i feel this whole survey and the mayor s attempts to give government too much space in our lives is not at all beneficial to tucsonans  most of these issues should not be addressed by government ,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.98071382 0.01928618],[1. 0.],[0.48509921 0.51490079],[0.83818962 0.16181038],[1. 0.],[1. 0.],[0.97663138 0.02336862],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.9611593 0.0388407]
thank you for the survey ,1,1,-1,1,1,1,1,1,1,1,-1,1,1,[0.0195093 0.9804907],[0.66666667 0.33333333],[0.48508953 0.51491047],[0.12764639 0.87235361],[0. 1.],[0.1 0.9],[0.02580509 0.97419491],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.05662713 0.94337287]
 endow in a green infrastructure will result in job which volition avail the economy,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0.98180782 0.01819218],[1. 0.],[0.48508235 0.51491765],[0.84345272 0.15654728],[1. 0.],[1. 0.],[0.98389668 0.01610332],[1.00000000e+00 2.22044605e-16],[1. 0.],[nan nan],[9.99977416e-01 2.25837616e-05],[0.96364134 0.03635866]
i live in barrio viejo and would love to see all of the above  we need sidewalks walking paths and shade  a community garden with rentable plots like in other cities would be welcomed ,1,1,1,1,1,1,1,1,1,1,-1,1,1,[0.01305608 0.98694392],[0. 1.],[0.48509921 0.51490079],[0.15737571 0.84262429],[0. 1.],[0. 1.],[0.00973121 0.99026879],[2.22044605e-16 1.00000000e+00],[0. 1.],[nan nan],[2.12159027e-05 9.99978784e-01],[0.0193348 0.9806652]
